Epoch,Train_acc,PublicTest_acc,PrivateTest_acc
65,91.21529833850012,68.06910002786292,69.04430203399275
66,91.0376536974468,67.79047088325439,68.51490665923656
67,91.60541990316625,67.79047088325439,68.82139871830593
68,91.70643352258874,68.29200334354974,69.4343828364447
69,91.99902469608834,67.20534967957649,68.98857620507106
70,91.82486328329095,67.79047088325439,68.68208414600167
71,92.26026681528441,68.65422123154082,69.21147952075788
72,92.58420704308753,69.10002786291446,69.32293117860128
73,92.40656240203421,69.51797157982725,70.32599609919198
74,92.70960326030165,67.20534967957649,69.01643911953191
75,92.87679821658713,67.76260796879353,69.51797157982725
76,92.6260057821589,67.62329339648927,69.15575369183617
77,93.0788254554321,67.59543048202842,69.0721649484536
78,92.73398585809328,68.31986625801059,69.04430203399275
79,93.12759065101537,67.81833379771524,69.82446363889663
80,93.24253718346164,68.68208414600167,70.04736695458345
81,93.34703403114005,68.34772917247145,69.10002786291446
82,93.48287993312202,68.51490665923656,70.40958484257453
83,93.12759065101537,68.431317915854,70.24240735580942
84,93.73715559580619,68.29200334354974,70.15881861242686
85,93.90783378034763,68.18055168570632,70.130955697966
86,94.35020376885298,68.4870437447757,70.38172192811368
87,94.71245950747152,68.68208414600167,70.77180273056561
88,94.84482218119753,69.21147952075788,70.10309278350516
89,94.63931171409662,68.40345500139314,69.51797157982725
90,95.46483681075621,68.57063248815827,70.27027027027027
91,95.44742066947647,68.65422123154082,71.32906101978267
92,95.76091121251176,68.9607132906102,70.29813318473113
93,95.37078964784563,68.87712454722764,70.29813318473113
94,95.65641436483332,69.35079409306213,70.52103650041795
95,96.24856316834442,69.10002786291446,71.35692393424353
96,96.60733567870703,69.29506826414043,70.57676232933964
97,96.47845623323697,69.32293117860128,70.43744775703539
98,96.08485144031488,69.10002786291446,70.43744775703539
99,96.68744992859382,68.37559208693229,70.38172192811368
100,96.79891323278414,69.90805238227918,70.74393981610477
101,96.95914173255774,69.18361660629702,70.79966564502647
102,97.01835661290885,69.4343828364447,70.27027027027027
103,96.59688599393918,69.37865700752299,71.32906101978267
104,96.99397401511722,69.21147952075788,70.82752855948732
105,97.54432407955693,69.4343828364447,71.80273056561717
106,97.22386708000975,70.24240735580942,71.74700473669546
107,97.23779999303355,69.0721649484536,70.57676232933964
108,97.45724337315825,69.01643911953191,70.93898021733074
109,97.5338743947891,69.85232655335749,70.6046252438005
110,97.83691525305653,69.21147952075788,71.21760936193925
111,97.55825699258072,70.27027027027027,71.35692393424353
112,97.6662370685151,69.76873780997492,71.18974644747841
113,97.71848549235432,70.63248815826135,71.6076901643912
114,97.76725068793758,69.65728615213152,71.18974644747841
115,97.84388170956842,69.96377821120089,71.74700473669546
116,98.12253997004424,69.65728615213152,71.63555307885204
117,97.93096241596712,69.40651992198384,71.55196433546949
118,98.20962067644292,69.0721649484536,71.21760936193925
119,98.09119091574071,69.93591529674003,71.21760936193925
120,98.10860705702045,69.65728615213152,70.85539147394817
121,98.20962067644292,69.79660072443578,70.85539147394817
122,98.41164791528789,70.04736695458345,71.32906101978267
123,98.21310390469887,69.46224575090554,71.05043187517414
124,98.16782193737156,69.65728615213152,72.13708553914739
125,98.24096973074646,69.90805238227918,71.6634159933129
126,98.40119823052005,69.57369740874896,71.52410142100864
127,98.45344665435925,70.35385901365282,71.91418222346057
128,98.64850743669233,69.68514906659236,71.80273056561717
129,98.57187641506148,70.57676232933964,71.83059348007802
130,98.56490995854958,70.21454444134856,72.22067428252996
131,98.79828625169807,69.60156032320981,72.02563388130399
132,98.63457452366853,69.65728615213152,71.24547227640011
133,98.74603782785886,70.52103650041795,72.49930342713849
134,98.6972726322756,69.51797157982725,71.38478684870438
135,98.85053467553729,70.6046252438005,72.08135971022568
136,98.8366017625135,70.66035107272221,71.7191418222346
137,98.85750113204918,70.57676232933964,72.6664809139036
138,98.88536695809677,69.26720534967957,71.6076901643912
139,98.91323278414434,70.68821398718306,72.3042630259125
140,98.96199797972761,70.96684313179159,72.33212594037336
141,99.02121286007872,70.43744775703539,72.02563388130399
142,99.00379671879898,70.82752855948732,72.08135971022568
143,99.10829356647741,70.18668152688771,72.13708553914739
144,99.10481033822147,70.82752855948732,71.55196433546949
145,99.16402521857258,71.30119810532182,72.24853719699081
146,99.15009230554878,70.71607690164392,72.16494845360825
147,99.12570970775715,71.18974644747841,72.38785176929507
148,99.18144135985231,70.46531067149624,71.77486765115631
149,99.21627364241179,70.38172192811368,71.7191418222346
150,99.18144135985231,70.21454444134856,70.96684313179159
151,99.22324009892368,70.66035107272221,72.24853719699081
152,99.18144135985231,70.24240735580942,71.63555307885204
153,99.17099167508447,70.4931735859571,72.05349679576484
154,99.17447490334041,70.96684313179159,71.83059348007802
155,99.22672332717963,70.35385901365282,71.77486765115631
156,99.24413946845937,70.32599609919198,72.1928113680691
157,99.21975687066774,69.82446363889663,71.46837559208693
158,99.32773694660212,70.32599609919198,72.3042630259125
159,99.24762269671531,70.6046252438005,71.94204513792143
160,99.28245497927479,70.88325438840903,72.27640011145166
161,99.23020655543557,70.43744775703539,72.44357759821678
162,99.33818663136995,70.29813318473113,71.44051267762607
163,99.25458915322722,70.32599609919198,72.08135971022568
164,99.31032080532238,70.66035107272221,71.85845639453886
165,99.334703403114,70.6046252438005,71.88631930899972
166,99.31728726183427,70.29813318473113,71.96990805238228
167,99.33818663136995,70.40958484257453,71.99777096684313
168,99.45313316381622,70.24240735580942,72.24853719699081
169,99.4357170225365,70.21454444134856,72.1928113680691
170,99.41133442474485,70.52103650041795,72.33212594037336
171,99.44616670730433,70.46531067149624,72.41571468375592
172,99.4148176530008,71.05043187517414,72.44357759821678
173,99.4217841095127,70.77180273056561,71.91418222346057
174,99.4078511964889,70.63248815826135,72.44357759821678
175,99.4879654463757,70.71607690164392,72.35998885483421
176,99.43223379428053,70.57676232933964,72.41571468375592
177,99.4148176530008,70.71607690164392,72.41571468375592
178,99.47403253335192,70.24240735580942,71.83059348007802
179,99.41133442474485,70.46531067149624,71.99777096684313
180,99.42526733776864,70.46531067149624,71.6634159933129
181,99.51583127242328,70.24240735580942,72.10922262468654
182,99.4949319028876,70.4931735859571,72.38785176929507
183,99.52976418544708,70.57676232933964,72.38785176929507
184,99.46706607684001,70.77180273056561,71.96990805238228
185,99.51931450067923,70.63248815826135,72.22067428252996
186,99.48448221811975,70.93898021733074,72.1928113680691
187,99.52976418544708,70.74393981610477,72.08135971022568
188,99.51234804416734,71.10615770409585,72.10922262468654
189,99.49144867463166,71.02256896071329,72.10922262468654
190,99.49841513114355,70.85539147394817,72.3042630259125
191,99.52976418544708,70.79966564502647,72.27640011145166
192,99.54369709847086,70.82752855948732,72.41571468375592
193,99.54718032672682,70.52103650041795,72.1928113680691
194,99.51234804416734,70.6046252438005,72.10922262468654
195,99.57156292451845,70.66035107272221,71.96990805238228
196,99.59594552231007,70.46531067149624,72.1928113680691
197,99.59246229405413,70.63248815826135,72.10922262468654
198,99.57156292451845,70.57676232933964,72.1928113680691
199,99.5541467832387,70.77180273056561,71.96990805238228
200,99.5680796962625,70.79966564502647,71.69127890777375
201,99.58549583754224,70.77180273056561,72.05349679576484
202,99.58549583754224,70.66035107272221,72.08135971022568
203,99.58201260928628,70.68821398718306,72.08135971022568
204,99.57156292451845,71.078294789635,72.1928113680691
205,99.54718032672682,70.74393981610477,72.10922262468654
206,99.62381134835766,70.77180273056561,72.13708553914739
207,99.56459646800654,70.35385901365282,72.27640011145166
208,99.6203281201017,70.63248815826135,72.38785176929507
209,99.6412274896374,70.38172192811368,72.35998885483421
210,99.59246229405413,70.6046252438005,72.33212594037336
211,99.61336166358981,70.40958484257453,72.27640011145166
212,99.59246229405413,70.32599609919198,72.35998885483421
213,99.62381134835766,70.38172192811368,72.22067428252996
214,99.65516040266118,70.38172192811368,72.35998885483421
215,99.60987843533387,70.35385901365282,72.13708553914739
216,99.59246229405413,70.4931735859571,72.33212594037336
217,99.63077780486955,70.6046252438005,72.02563388130399
218,99.64471071789335,70.43744775703539,72.10922262468654
219,99.63774426138144,70.43744775703539,72.13708553914739
220,99.70044236998851,70.40958484257453,72.24853719699081
221,99.6412274896374,70.32599609919198,72.35998885483421
222,99.60291197882198,70.38172192811368,72.27640011145166
223,99.62381134835766,70.24240735580942,72.24853719699081
224,99.58897906579818,70.82752855948732,72.10922262468654
225,99.65864363091714,70.46531067149624,72.55502925606018
226,99.65516040266118,70.6046252438005,72.27640011145166
227,99.67954300045282,70.46531067149624,72.27640011145166
228,99.65864363091714,70.46531067149624,72.3042630259125
229,99.64471071789335,70.4931735859571,72.27640011145166
230,99.65864363091714,70.68821398718306,72.08135971022568
231,99.62729457661361,70.46531067149624,71.88631930899972
232,99.63077780486955,70.29813318473113,72.27640011145166
233,99.68999268522066,70.54889941487879,72.13708553914739
234,99.65864363091714,70.88325438840903,72.24853719699081
235,99.63077780486955,70.57676232933964,72.16494845360825
236,99.66212685917309,70.66035107272221,72.1928113680691
237,99.66909331568498,70.63248815826135,72.27640011145166
238,99.63077780486955,70.74393981610477,72.27640011145166
239,99.68302622870877,70.63248815826135,72.49930342713849
240,99.65864363091714,70.63248815826135,72.3042630259125
241,99.65167717440524,70.68821398718306,72.58289217052103
242,99.67954300045282,70.35385901365282,72.35998885483421
243,99.65167717440524,70.40958484257453,72.35998885483421
244,99.68302622870877,70.4931735859571,72.1928113680691
245,99.68999268522066,70.66035107272221,72.1928113680691
246,99.69695914173256,70.4931735859571,72.13708553914739
247,99.67257654394092,70.21454444134856,72.24853719699081
248,99.65864363091714,70.29813318473113,72.41571468375592
249,99.72482496778014,70.43744775703539,72.3042630259125
