Epoch,Train_acc,PublicTest_acc,PrivateTest_acc
87,95.05729910481034,67.9019225410978,69.32293117860128
88,94.93886934410811,68.37559208693229,68.98857620507106
89,95.70866278867254,68.23627751462803,69.18361660629702
90,95.9977707339162,69.5458344942881,71.10615770409585
91,96.37744261381448,68.76567288938423,71.18974644747841
92,96.51328851579645,69.71301198105321,70.63248815826135
93,96.63868473301055,68.40345500139314,70.85539147394817
94,96.67351701557003,68.31986625801059,70.04736695458345
95,97.22386708000975,70.0195040401226,71.7191418222346
96,97.47117628618203,68.9607132906102,70.32599609919198
97,97.57915636211641,69.85232655335749,69.93591529674003
98,96.94869204778989,68.4870437447757,70.79966564502647
99,97.19251802570622,69.60156032320981,71.21760936193925
100,97.65230415549131,69.49010866536639,70.79966564502647
101,97.84736493782438,69.57369740874896,71.078294789635
102,97.84039848131248,70.24240735580942,71.6634159933129
103,98.06680831794908,69.88018946781834,71.10615770409585
104,98.06332508969312,69.90805238227918,71.49623850654778
105,98.26186910028214,70.15881861242686,72.49930342713849
106,98.36288271970463,70.04736695458345,71.6634159933129
107,98.42209760005574,70.10309278350516,71.41264976316523
108,98.45692988261521,70.27027027027027,71.63555307885204
109,98.470862795639,70.15881861242686,72.41571468375592
110,98.59974224110906,70.15881861242686,71.80273056561717
111,98.55446027378174,70.35385901365282,72.49930342713849
112,98.57535964331743,70.130955697966,72.27640011145166
113,98.79480302344213,70.0752298690443,72.22067428252996
114,98.67985649099586,70.54889941487879,72.16494845360825
115,98.85750113204918,71.10615770409585,72.13708553914739
116,98.8296353060016,71.24547227640011,72.63861799944274
117,98.96199797972761,70.32599609919198,72.08135971022568
118,98.97244766449545,70.77180273056561,71.99777096684313
119,99.06649482740605,70.79966564502647,72.08135971022568
120,99.06997805566199,70.57676232933964,72.16494845360825
121,99.17795813159637,70.63248815826135,73.00083588743382
122,99.1152600229893,70.93898021733074,73.00083588743382
123,99.24762269671531,70.43744775703539,73.00083588743382
124,99.202340729388,70.29813318473113,72.35998885483421
125,99.19885750113205,70.54889941487879,72.86152131512956
126,99.21627364241179,70.43744775703539,72.38785176929507
127,99.30335434881047,69.93591529674003,71.80273056561717
128,99.39043505520917,70.27027027027027,72.83365840066871
129,99.30683757706643,70.21454444134856,72.08135971022568
130,99.31728726183427,70.6046252438005,72.24853719699081
131,99.29987112055453,70.18668152688771,72.16494845360825
132,99.33818663136995,70.38172192811368,72.16494845360825
133,99.40088473997702,70.35385901365282,72.72220674282529
134,99.28593820753073,70.18668152688771,72.58289217052103
135,99.38695182695322,70.15881861242686,72.86152131512956
136,99.40436796823296,70.52103650041795,72.41571468375592
137,99.40088473997702,70.40958484257453,72.10922262468654
138,99.40088473997702,70.68821398718306,73.00083588743382
139,99.37998537044132,70.79966564502647,72.777932571747
140,99.46358284858407,70.40958484257453,72.83365840066871
141,99.43920025079244,70.46531067149624,72.777932571747
142,99.51583127242328,70.46531067149624,72.72220674282529
143,99.51234804416734,70.43744775703539,72.83365840066871
144,99.51583127242328,70.4931735859571,72.91724714405127
145,99.54369709847086,70.35385901365282,72.88938422959042
146,99.54718032672682,70.46531067149624,72.97297297297297
147,99.5611132397506,70.29813318473113,72.69434382836445
148,99.52628095719112,70.27027027027027,72.91724714405127
149,99.5611132397506,70.38172192811368,72.80579548620786
150,99.57504615277439,70.57676232933964,72.91724714405127
151,99.5541467832387,70.35385901365282,73.05656171635553
152,99.59942875056602,70.52103650041795,73.44664251880747
153,99.57504615277439,70.21454444134856,72.94511005851211
154,99.5680796962625,70.4931735859571,72.97297297297297
155,99.6203281201017,70.38172192811368,72.97297297297297
156,99.58549583754224,70.35385901365282,73.11228754527724
157,99.58201260928628,70.54889941487879,72.91724714405127
158,99.58201260928628,70.32599609919198,72.86152131512956
159,99.57852938103034,70.29813318473113,73.39091668988576
160,99.63077780486955,70.15881861242686,73.11228754527724
161,99.59594552231007,70.21454444134856,73.02869880189468
162,99.63774426138144,70.0752298690443,73.1401504597381
163,99.62381134835766,70.04736695458345,73.1401504597381
164,99.63774426138144,70.04736695458345,73.00083588743382
165,99.6412274896374,69.90805238227918,73.16801337419894
166,99.6342610331255,70.40958484257453,73.02869880189468
167,99.64819394614929,70.24240735580942,73.30732794650321
168,99.7074088265004,70.4931735859571,73.2516021175815
169,99.62729457661361,70.27027027027027,73.02869880189468
170,99.65516040266118,70.40958484257453,73.19587628865979
171,99.69695914173256,69.88018946781834,73.27946503204235
172,99.68999268522066,70.38172192811368,73.50236834772917
173,99.6203281201017,70.35385901365282,73.22373920312064
174,99.70044236998851,70.4931735859571,73.50236834772917
175,99.64471071789335,70.66035107272221,73.47450543326832
176,99.6934759134766,70.57676232933964,73.50236834772917
177,99.66909331568498,70.57676232933964,73.41877960434661
178,99.70392559824445,70.43744775703539,73.53023126219003
179,99.67605977219687,70.18668152688771,73.22373920312064
180,99.69695914173256,70.21454444134856,73.61382000557258
181,99.68650945696471,70.21454444134856,73.41877960434661
182,99.68999268522066,70.10309278350516,73.55809417665088
183,99.70392559824445,70.10309278350516,73.725271663416
184,99.72134173952419,70.29813318473113,73.50236834772917
185,99.67605977219687,70.21454444134856,73.44664251880747
186,99.71089205475634,70.29813318473113,73.69740874895514
187,99.7143752830123,70.32599609919198,73.27946503204235
188,99.70392559824445,70.52103650041795,73.30732794650321
189,99.73179142429204,70.40958484257453,73.53023126219003
190,99.7143752830123,70.21454444134856,73.19587628865979
191,99.7143752830123,70.32599609919198,73.50236834772917
192,99.71785851126825,70.130955697966,73.55809417665088
193,99.74920756557177,70.10309278350516,73.16801337419894
194,99.73179142429204,70.21454444134856,73.39091668988576
195,99.77010693510746,70.27027027027027,73.47450543326832
196,99.70392559824445,70.29813318473113,73.53023126219003
197,99.68999268522066,70.40958484257453,73.2516021175815
198,99.73179142429204,70.130955697966,73.58595709111174
199,99.71785851126825,70.18668152688771,73.33519086096406
200,99.7143752830123,70.38172192811368,73.41877960434661
201,99.7143752830123,70.38172192811368,73.30732794650321
202,99.7666237068515,70.46531067149624,73.16801337419894
203,99.73527465254799,70.46531067149624,73.33519086096406
204,99.72830819603608,70.57676232933964,73.44664251880747
205,99.75269079382772,70.46531067149624,73.44664251880747
206,99.73527465254799,70.4931735859571,73.27946503204235
207,99.75965725033961,70.18668152688771,73.39091668988576
208,99.72830819603608,70.40958484257453,73.47450543326832
209,99.74920756557177,70.38172192811368,73.39091668988576
210,99.73527465254799,70.40958484257453,73.53023126219003
211,99.73875788080393,70.35385901365282,73.41877960434661
212,99.78403984813124,70.46531067149624,73.41877960434661
213,99.75617402208367,70.35385901365282,73.22373920312064
214,99.79797276115504,70.29813318473113,73.36305377542492
215,99.73875788080393,70.38172192811368,73.30732794650321
216,99.77010693510746,70.40958484257453,73.50236834772917
217,99.77010693510746,70.27027027027027,73.36305377542492
218,99.74224110905988,70.35385901365282,73.53023126219003
219,99.77707339161935,70.27027027027027,73.30732794650321
220,99.7875230763872,70.46531067149624,73.30732794650321
221,99.74572433731582,70.0752298690443,73.30732794650321
222,99.7666237068515,70.38172192811368,73.47450543326832
223,99.77010693510746,70.46531067149624,73.33519086096406
224,99.75617402208367,70.27027027027027,73.39091668988576
225,99.75617402208367,70.40958484257453,73.39091668988576
226,99.7805566198753,70.46531067149624,73.27946503204235
227,99.7875230763872,70.29813318473113,73.30732794650321
228,99.7666237068515,70.24240735580942,73.33519086096406
229,99.77010693510746,70.35385901365282,73.30732794650321
230,99.78403984813124,70.130955697966,73.47450543326832
231,99.78403984813124,70.38172192811368,73.27946503204235
232,99.77010693510746,70.52103650041795,73.1401504597381
233,99.7805566198753,70.29813318473113,73.44664251880747
234,99.75965725033961,70.15881861242686,73.53023126219003
235,99.75269079382772,70.32599609919198,73.50236834772917
236,99.7875230763872,70.21454444134856,73.44664251880747
237,99.79797276115504,70.130955697966,73.33519086096406
238,99.79797276115504,70.21454444134856,73.36305377542492
239,99.7805566198753,70.18668152688771,73.30732794650321
240,99.74920756557177,70.38172192811368,73.19587628865979
241,99.77359016336341,70.52103650041795,73.27946503204235
242,99.80842244592289,70.32599609919198,73.1401504597381
243,99.79797276115504,70.21454444134856,73.22373920312064
244,99.79100630464315,70.29813318473113,73.33519086096406
245,99.7666237068515,70.38172192811368,73.33519086096406
246,99.7666237068515,69.96377821120089,73.30732794650321
247,99.78403984813124,70.4931735859571,73.41877960434661
248,99.80145598941098,70.15881861242686,73.47450543326832
249,99.81538890243478,70.27027027027027,73.2516021175815
