Epoch,Train_acc,PublicTest_acc,PrivateTest_acc
0,34.40036225573862,39.063806074115355,39.008080245193646
1,49.54892194085478,49.81889105600446,50.59905266090833
2,55.073321954787694,54.5555865143494,55.89300640847033
3,57.835521961754154,54.16550571189747,57.815547506269155
4,59.963774426138144,57.23042630259125,58.42853162440791
5,61.75067052143927,59.23655614377264,60.3789356366676
6,63.08126371521126,61.01978266926721,61.66062970186682
7,64.45017241979868,60.462524380050155,60.573976037893566
8,65.11546901668466,60.573976037893566,62.44079130677069
9,66.2962833954509,61.52131512956255,62.46865422123154
10,67.36911769828276,62.775146280300916,64.1961549178044
11,68.12846145807934,63.97325160211758,65.05990526609084
12,69.10028214148873,62.69155753691836,63.55530788520479
13,70.0999686509457,63.49958205628309,65.08776818055169
14,70.57717092201052,62.942323767066036,66.09083310114238
15,71.74056915949703,64.1961549178044,65.2549456673168
16,72.23867080009754,63.88966285873502,65.39426023962106
17,72.75070535372183,66.25801058790749,68.431317915854
18,73.49611620049461,66.00724435775982,68.12482585678462
19,74.35647357971368,65.86792978545556,66.03510727222067
20,74.65254798146923,63.053775424909446,64.83700195040402
21,75.6313351213905,64.86486486486487,66.3137364168292
22,76.40809502246682,64.64196154917805,66.14655893006409
23,77.22665366261451,65.36639732516021,67.76260796879353
24,77.62025845553659,65.86792978545556,67.51184173864586
25,78.42488418266049,66.7874059626637,67.79047088325439
26,79.11804660559406,64.16829200334355,64.47478406241292
27,79.84952453934307,66.64809139035943,68.04123711340206
28,80.28492807133651,66.09083310114238,67.9576483700195
29,81.22888292869831,66.36946224575091,67.40039008080245
30,81.28113135253753,66.56450264697688,68.12482585678462
31,81.8941795255843,66.20228475898578,68.20841460016717
32,82.38879793792887,68.76567288938423,68.62635831707996
33,83.14814169772545,67.79047088325439,68.01337419894121
34,83.79253892507576,66.73168013374199,68.51490665923656
35,84.07468041380751,68.15268877124547,68.93285037614935
36,84.79570866278867,67.79047088325439,68.93285037614935
37,85.30077675990108,67.20534967957649,67.53970465310671
38,85.51325368351388,67.81833379771524,68.62635831707996
39,85.92079138945975,67.9019225410978,68.79353580384509
40,86.68013514925633,66.67595430482028,67.4282529952633
41,86.74631648611934,66.98244636388966,68.57063248815827
42,87.39071371346964,66.28587350236835,66.70381721928113
43,87.69027134348114,66.8988576205071,69.26720534967957
44,88.09780904942701,67.67901922541098,68.62635831707996
45,88.64467588561078,66.06297018668153,68.98857620507106
46,88.66905848340242,68.4870437447757,68.98857620507106
47,89.37267059110384,67.34466425188074,69.5458344942881
48,89.7000940471629,67.53970465310671,69.29506826414043
49,89.7279598732105,66.75954304820284,69.10002786291446
50,90.12156466613257,64.27974366118696,64.33546949010866
51,90.38280678532864,67.81833379771524,69.32293117860128
52,90.95405621930405,66.81526887712455,69.29506826414043
53,90.75899543697099,68.04123711340206,69.46224575090554
54,90.75551220871503,66.87099470604625,69.12789077737531
