Epoch,Train_acc,PublicTest_acc,PrivateTest_acc
0,38.69169946706608,44.99860685427696,45.36082474226804
1,52.0011146330419,55.25215937587072,56.06018389523544
2,56.54324427879759,56.25522429646141,56.78461967121761
3,58.80385941690759,58.17776539426024,59.487322373920314
4,61.29436761991013,52.27082752855949,52.99526330454165
5,62.471698770420424,58.23349122318194,60.713290610197824
6,63.962520463966,61.4934522151017,62.91446085260518
7,64.85771012574455,60.9083310114238,62.663694622457506
8,65.98279285241561,59.87740317637225,60.462524380050155
9,67.36215124177087,63.02591251044859,64.6698244636389
10,67.8393535128357,64.44692114795208,65.95151852883812
11,68.72757671810234,62.830872109222625,63.44385622736138
12,69.8665923577972,64.80913903594316,66.62022847589859
13,70.678184541433,64.55837280579549,65.92365561437727
14,71.28426625796789,62.607968793535804,63.55530788520479
15,72.34316764777596,63.806074115352466,64.92059069378656
16,73.3045386464175,65.61716355530788,66.14655893006409
17,73.87578808039291,66.67595430482028,67.73474505433268
18,74.47142011215995,62.942323767066036,64.83700195040402
19,75.31436135009928,66.45305098913346,66.8431317915854
20,75.83684558849141,65.95151852883812,66.17442184452494
21,76.7877669023651,66.75954304820284,67.70688213987184
22,77.39733184715594,67.2610755084982,68.01337419894121
23,78.10442718311332,64.64196154917805,66.17442184452494
24,78.60949528022572,66.39732516021176,67.62329339648927
25,79.41063777909366,67.17748676511563,68.59849540261911
26,80.16301508237835,63.0816383393703,64.94845360824742
27,80.91539238566303,64.83700195040402,65.64502646976874
28,81.3891114284719,66.3137364168292,68.04123711340206
29,82.08924030791738,66.14655893006409,67.48397882418502
30,82.73712076352363,66.39732516021176,67.48397882418502
31,83.17600752377304,67.73474505433268,68.37559208693229
32,84.15131143543836,67.48397882418502,68.15268877124547
33,84.50660071754503,67.23321259403734,69.37865700752299
34,84.78874220627678,67.56756756756756,68.62635831707996
35,85.07088369500853,67.48397882418502,69.99164112566174
36,85.39830715106761,66.81526887712455,68.34772917247145
37,86.24821484551883,68.51490665923656,69.18361660629702
