Epoch,Train_acc,PublicTest_acc,PrivateTest_acc
0,38.00202027238845,47.6177208135971,47.311228754527725
1,51.109408199519315,36.639732516021176,36.97408748955141
2,54.97927479187711,56.17163555307885,56.39453886876567
3,57.818105820474415,51.462803009194765,53.41320702145445
4,59.26364554669267,58.98578991362496,60.3789356366676
5,60.91817896826779,54.75062691557537,54.416271942045135
6,62.11640948831377,59.598774031763725,61.103371412649764
7,63.25542512800864,48.56505990526609,48.815826135413765
8,64.39095753944756,58.344942881025354,60.76901643911953
9,65.58918805949354,61.82780718863193,62.49651713569239
10,66.82573409035494,57.7876845918083,58.90220117024241
11,67.20888919850918,61.93925884647534,63.72248537196991
12,68.46981782716222,62.719420451379214,63.471719141822234
13,69.43815528231565,61.71635553078852,63.24881582613541
14,70.38211013967745,64.7812761214823,65.86792978545556
15,71.17280295377756,62.5522429646141,65.2549456673168
16,71.93562994183009,55.19643354694901,55.58651434940095
17,72.62879236476367,65.31067149623851,65.89579269991641
18,73.25577345083423,63.55530788520479,65.8400668709947
19,74.41568846006479,62.607968793535804,63.33240456951797
20,74.7605280574036,63.88966285873502,65.97938144329896
21,75.61391898011077,65.05990526609084,66.39732516021176
22,76.3105646313003,66.11869601560323,67.31680133741989
23,77.24406980389425,66.03510727222067,67.01030927835052
24,77.77700372705424,62.99804959598774,64.22401783226526
25,78.76624055174335,64.50264697687378,64.83700195040402
26,79.37232226827824,63.806074115352466,66.17442184452494
27,79.65794698526595,64.69768737809974,66.87099470604625
28,80.63325089693127,65.56143772638617,67.28893842295903
29,81.45529276533492,66.20228475898578,67.40039008080245
30,82.18677069908391,65.47784898300362,66.36946224575091
31,82.61520777456546,64.7255502925606,66.17442184452494
32,82.94263123062454,66.53663973251602,69.10002786291446
33,83.59747814274269,66.81526887712455,68.98857620507106
34,84.08164687031942,66.64809139035943,68.01337419894121
35,84.43693615242607,66.14655893006409,67.4282529952633
36,85.4192065206033,64.00111451657844,65.53357481192533
37,86.23079870423909,67.92978545555866,68.90498746168849
38,86.23776516075098,63.83393702981332,65.70075229869045
39,86.64181963844091,63.86179994427417,64.89272777932571
40,87.43599568079696,65.95151852883812,67.56756756756756
41,87.80870110418336,63.22095291167456,65.03204235162998
42,88.02814448430806,65.31067149623851,67.59543048202842
43,88.63074297258699,62.69155753691836,64.44692114795208
44,88.73523982026542,67.51184173864586,68.29200334354974
45,88.91985091783064,65.28280858177766,66.53663973251602
46,89.63391271029991,66.3137364168292,67.59543048202842
47,89.5537984604131,67.12176093619392,68.87712454722764
48,90.32707513323348,66.70381721928113,68.45918083031485
49,90.86697551290536,66.4251880746726,68.29200334354974
50,90.57090111114981,67.51184173864586,68.76567288938423
51,91.15608345814901,65.39426023962106,66.53663973251602
52,91.05158661047058,67.12176093619392,67.14962385065478
53,91.56013793583894,67.87405962663695,68.98857620507106
54,91.755198718172,67.65115631095013,68.93285037614935
55,91.81093037026716,66.4251880746726,68.45918083031485
56,91.95374272876101,68.18055168570632,68.73780997492338
